,°¸Àý1,°¸Àý2,sim_w2v,sim_original,sim_vsm,sim_BERT,sim_Human
69,0425_en\0.json,0425_en\72.json,0.670,0.670,0.5499719409228703,0.602672136,0.7530699634095015
70,0425_en\0.json,0425_en\73.json,0.500,0.500,0.5594309277855157,0.658032436,0.5330699634095015
71,0425_en\0.json,0425_en\74.json,0.470,0.470,0.5216720300383333,0.545241063,0.525625
72,0425_en\0.json,0425_en\75.json,0.472,0.472,0.48148148148148145,0.540825312,0.5138790805271382
73,0425_en\0.json,0425_en\76.json,0.476,0.476,0.49190985824841454,0.580298851,0.47750000000000004
74,0425_en\0.json,0425_en\77.json,0.485,0.485,0.47280542884465016,0.509785832,0.5138790805271382
75,0425_en\0.json,0425_en\78.json,0.524,0.524,0.5744269579035527,0.545059475,0.571486276332712
76,0425_en\0.json,0425_en\79.json,0.622,0.622,0.6454972243679027,0.569944807,0.588639926819003
77,0425_en\0.json,0425_en\8.json,0.538,0.538,0.6154574548966636,0.358469648,0.525625
78,0425_en\0.json,0425_en\80.json,0.487,0.487,0.5618006477335896,0.630368666,0.5330699634095015
79,0425_en\0.json,0425_en\81.json,0.561,0.561,0.5185185185185185,0.722973807,0.5079369224791207
80,0425_en\0.json,0425_en\82.json,0.432,0.432,0.48154341234307685,0.557705078,0.47750000000000004
81,0425_en\0.json,0425_en\83.json,0.514,0.514,0.5739640213948523,0.573391565,0.525625
82,0425_en\0.json,0425_en\84.json,0.499,0.499,0.5459486832355505,0.582184826,0.520544308566871
83,0425_en\0.json,0425_en\85.json,0.478,0.478,0.5216720300383333,0.583951031,0.520544308566871
84,0425_en\0.json,0425_en\86.json,0.522,0.522,0.5739640213948523,0.574875508,0.47750000000000004
85,0425_en\0.json,0425_en\87.json,0.499,0.499,0.5499719409228703,0.559749875,0.47750000000000004
86,0425_en\0.json,0425_en\88.json,0.432,0.432,0.48154341234307685,0.573409115,0.47750000000000004
87,0425_en\0.json,0425_en\89.json,0.546,0.546,0.5091750772173156,0.481902566,0.520544308566871
88,0425_en\0.json,0425_en\9.json,0.514,0.514,0.5739640213948523,0.763559149,0.525625
89,0425_en\0.json,0425_en\90.json,0.535,0.535,0.5459486832355505,0.619156994,0.5330699634095015
90,0425_en\0.json,0425_en\91.json,0.657,0.657,0.5455447255899809,0.752185747,0.740544308566871
91,0425_en\0.json,0425_en\92.json,0.466,0.466,0.5003702332976756,0.548673424,0.47750000000000004
92,0425_en\0.json,0425_en\93.json,0.487,0.487,0.5333964609104418,0.628418423,0.47750000000000004
93,0425_en\0.json,0425_en\94.json,0.542,0.542,0.5896919751144688,0.493535608,0.5330699634095015
94,0425_en\0.json,0425_en\95.json,0.512,0.512,0.5333964609104418,0.495355576,0.5330699634095015
95,0425_en\0.json,0425_en\96.json,0.478,0.478,0.4906533814626582,0.646386203,0.525625
96,0425_en\0.json,0425_en\97.json,0.470,0.470,0.4906533814626582,0.541970556,0.525625
97,0425_en\0.json,0425_en\98.json,0.480,0.480,0.510688230856951,0.496950865,0.525625
98,0425_en\0.json,0425_en\99.json,0.465,0.465,0.5003191829243043,0.433028068,0.49995365597551245
99,0425_en\1.json,0425_en\10.json,0.580,0.580,0.6004805767690768,0.498548031,0.5550699634095015
100,0425_en\1.json,0425_en\11.json,0.584,0.584,0.6092717958449424,0.519790351,0.5540268778721877
101,0425_en\1.json,0425_en\12.json,0.594,0.594,0.6527912098338668,0.494003087,0.5822634589144969
102,0425_en\1.json,0425_en\13.json,0.548,0.548,0.6123724356957946,0.517517717,0.5489461864390587
103,0425_en\1.json,0425_en\14.json,0.517,0.517,0.5715476066494082,0.483798563,0.5413906457096445
104,0425_en\1.json,0425_en\15.json,0.523,0.523,0.5416666666666667,0.5931741,0.525625
105,0425_en\1.json,0425_en\16.json,0.491,0.491,0.6004805767690768,0.498394042,0.5020967477524977
106,0425_en\1.json,0425_en\17.json,0.500,0.500,0.5307227776030219,0.514632256,0.5059018778721878
107,0425_en\1.json,0425_en\18.json,0.500,0.500,0.5604485383178051,0.465288577,0.47750000000000004
108,0425_en\1.json,0425_en\19.json,0.569,0.569,0.5499719409228703,0.591138601,0.5330699634095015
109,0425_en\1.json,0425_en\2.json,0.548,0.548,0.6123724356957946,0.422229111,0.5059018778721878
110,0425_en\1.json,0425_en\20.json,0.557,0.557,0.59336610396393,0.500367999,0.5330699634095015
111,0425_en\1.json,0425_en\21.json,0.580,0.580,0.5790660241435862,0.648963848,0.4995
112,0425_en\1.json,0425_en\22.json,0.641,0.641,0.668153104781061,0.474840967,0.5540268778721877
113,0425_en\1.json,0425_en\23.json,0.575,0.575,0.6384423980690616,0.642163575,0.5540268778721877
114,0425_en\1.json,0425_en\24.json,0.525,0.525,0.6123724356957946,0.532302499,0.5059018778721878
115,0425_en\1.json,0425_en\25.json,0.546,0.546,0.510688230856951,0.43793276,0.5550699634095015
116,0425_en\1.json,0425_en\26.json,0.548,0.548,0.5416666666666667,0.430626273,0.5697378040718664
117,0425_en\1.json,0425_en\27.json,0.548,0.548,0.5533167449931867,0.560156617,0.5697378040718664
118,0425_en\1.json,0425_en\28.json,0.560,0.560,0.5790660241435862,0.526704907,0.5822634589144969
119,0425_en\1.json,0425_en\29.json,0.617,0.617,0.6390096504226938,0.373950809,0.5822634589144969
120,0425_en\1.json,0425_en\3.json,0.656,0.656,0.7302967433402214,0.417013342,0.6378334223239983
121,0425_en\1.json,0425_en\30.json,0.523,0.523,0.5204164998665333,0.468399374,0.5330699634095015
122,0425_en\1.json,0425_en\31.json,0.503,0.503,0.565752381856018,0.476770043,0.5059018778721878
123,0425_en\1.json,0425_en\32.json,0.535,0.535,0.565752381856018,0.449836043,0.551578952218999
124,0425_en\1.json,0425_en\33.json,0.532,0.532,0.5204164998665333,0.461497217,0.551578952218999
125,0425_en\1.json,0425_en\34.json,0.500,0.500,0.510688230856951,0.511377692,0.5330699634095015
126,0425_en\1.json,0425_en\35.json,0.537,0.537,0.5833333333333334,0.536436498,0.5413906457096445
127,0425_en\1.json,0425_en\36.json,0.609,0.609,0.6390096504226938,0.538438293,0.5748184955049954
128,0425_en\1.json,0425_en\37.json,0.552,0.552,0.5790660241435862,0.559489906,0.5748184955049954
129,0425_en\1.json,0425_en\38.json,0.586,0.586,0.6254627916220946,0.382501096,0.5266934955049953
130,0425_en\1.json,0425_en\39.json,0.617,0.617,0.6556100681071858,0.464808464,0.5822634589144969
131,0425_en\1.json,0425_en\4.json,0.478,0.478,0.5958795715311241,0.52853051,0.47750000000000004
132,0425_en\1.json,0425_en\40.json,0.662,0.662,0.7144345083117604,0.537104309,0.6378334223239983
133,0425_en\1.json,0425_en\41.json,0.523,0.523,0.565752381856018,0.568483889,0.5451957758293345
134,0425_en\1.json,0425_en\42.json,0.571,0.571,0.5958795715311241,0.420032978,0.5697378040718664
135,0425_en\1.json,0425_en\43.json,0.525,0.525,0.5533167449931867,0.504815221,0.5266934955049953
136,0425_en\1.json,0425_en\44.json,0.506,0.506,0.5416666666666667,0.512905509,0.5540268778721877
137,0425_en\1.json,0425_en\45.json,0.538,0.538,0.565752381856018,0.570126227,0.5604100542618522
138,0425_en\1.json,0425_en\46.json,0.503,0.503,0.5416666666666667,0.34268417,0.5489461864390587
139,0425_en\1.json,0425_en\47.json,0.432,0.432,0.5107539184552492,0.512490749,0.47750000000000004
140,0425_en\1.json,0425_en\48.json,0.524,0.524,0.5958795715311241,0.528236926,0.5540268778721877
141,0425_en\1.json,0425_en\49.json,0.497,0.497,0.5533167449931867,0.531061145,0.5502217477524977
142,0425_en\1.json,0425_en\5.json,0.466,0.466,0.5833333333333334,0.51360786,0.47750000000000004
143,0425_en\1.json,0425_en\50.json,0.537,0.537,0.5533167449931867,0.471151829,0.5266934955049953
144,0425_en\1.json,0425_en\51.json,0.512,0.512,0.5416666666666667,0.491857708,0.520544308566871
145,0425_en\1.json,0425_en\52.json,0.529,0.529,0.5790660241435862,0.540235969,0.5266934955049953
146,0425_en\1.json,0425_en\53.json,0.643,0.643,0.6527912098338668,0.516884327,0.5748184955049954
147,0425_en\1.json,0425_en\54.json,0.504,0.504,0.4550910273091032,0.667128205,0.5032238945340709
148,0425_en\1.json,0425_en\55.json,0.471,0.471,0.5307227776030219,0.462845681,0.5059018778721878
149,0425_en\1.json,0425_en\56.json,0.636,0.636,0.6236095644623236,0.557011485,0.6678485461228927
150,0425_en\1.json,0425_en\57.json,0.546,0.546,0.5790660241435862,0.587950875,0.5678550176713537
151,0425_en\1.json,0425_en\58.json,0.516,0.516,0.565752381856018,0.414569557,0.5059018778721878
152,0425_en\1.json,0425_en\59.json,0.580,0.580,0.5416666666666667,0.43616429,0.4960933936040274
153,0425_en\1.json,0425_en\6.json,0.539,0.539,0.6250000000000001,0.636119642,0.5330699634095015
154,0425_en\1.json,0425_en\60.json,0.636,0.636,0.49009802940980346,0.470491111,0.7315295138446027
155,0425_en\1.json,0425_en\61.json,0.531,0.531,0.5014858873767987,0.436424583,0.5358790805271382
156,0425_en\1.json,0425_en\62.json,0.576,0.576,0.5790660241435862,0.634396114,0.5550699634095015
157,0425_en\1.json,0425_en\63.json,0.478,0.478,0.4927637283262873,0.53492713,0.520544308566871
158,0425_en\1.json,0425_en\64.json,0.591,0.591,0.59336610396393,0.586635421,0.5489461864390587
159,0425_en\1.json,0425_en\65.json,0.525,0.525,0.5790660241435862,0.539609941,0.5489461864390587
160,0425_en\1.json,0425_en\66.json,0.546,0.546,0.59336610396393,0.576263343,0.5614718412816893
161,0425_en\1.json,0425_en\67.json,0.487,0.487,0.510688230856951,0.4763785,0.47750000000000004
162,0425_en\1.json,0425_en\68.json,0.432,0.432,0.4714045207910317,0.495056391,0.47750000000000004
163,0425_en\1.json,0425_en\69.json,0.538,0.538,0.5790660241435862,0.377786696,0.5604100542618522
164,0425_en\1.json,0425_en\7.json,0.500,0.500,0.5132649025747366,0.543045044,0.47750000000000004
165,0425_en\1.json,0425_en\70.json,0.491,0.491,0.5416666666666667,0.59807769,0.5059018778721878
166,0425_en\1.json,0425_en\71.json,0.480,0.480,0.5204164998665333,0.386333138,0.5059018778721878
167,0425_en\1.json,0425_en\72.json,0.781,0.781,0.6666666666666667,0.667631209,0.7932362842932137
168,0425_en\1.json,0425_en\73.json,0.514,0.514,0.59336610396393,0.593259787,0.5614718412816893
169,0425_en\1.json,0425_en\74.json,0.493,0.493,0.5533167449931867,0.925196822,0.525625
170,0425_en\1.json,0425_en\75.json,0.508,0.508,0.510688230856951,0.571502541,0.5138790805271382
171,0425_en\1.json,0425_en\76.json,0.535,0.535,0.521749194749951,0.498496652,0.5167938979571468
172,0425_en\1.json,0425_en\77.json,0.493,0.493,0.5014858873767987,0.439463403,0.5384758282796358
173,0425_en\1.json,0425_en\78.json,0.546,0.546,0.565752381856018,0.73454231,0.5455590276892052
174,0425_en\1.json,0425_en\79.json,0.607,0.607,0.6390096504226938,0.520733507,0.5822634589144969
175,0425_en\1.json,0425_en\8.json,0.618,0.618,0.6527912098338668,0.489531546,0.5540268778721877
176,0425_en\1.json,0425_en\80.json,0.546,0.546,0.5958795715311241,0.509959013,0.588639926819003
177,0425_en\1.json,0425_en\81.json,0.562,0.562,0.510688230856951,0.513213098,0.5020967477524977
178,0425_en\1.json,0425_en\82.json,0.478,0.478,0.5533167449931867,0.528064966,0.525625
179,0425_en\1.json,0425_en\83.json,0.561,0.561,0.6087807775281011,0.645478406,0.5604100542618522
180,0425_en\1.json,0425_en\84.json,0.525,0.525,0.5790660241435862,0.519483566,0.5489461864390587
181,0425_en\1.json,0425_en\85.json,0.432,0.432,0.5107539184552492,0.555378675,0.47750000000000004
182,0425_en\1.json,0425_en\86.json,0.605,0.605,0.6556100681071858,0.462739527,0.5822634589144969
183,0425_en\1.json,0425_en\87.json,0.546,0.546,0.5833333333333334,0.570024133,0.5330699634095015
184,0425_en\1.json,0425_en\88.json,0.478,0.478,0.5533167449931867,0.568013668,0.5330699634095015
185,0425_en\1.json,0425_en\89.json,0.432,0.432,0.4629100498862757,0.50970179,0.47750000000000004
186,0425_en\1.json,0425_en\9.json,0.561,0.561,0.6087807775281011,0.650997639,0.525625
187,0425_en\1.json,0425_en\90.json,0.560,0.560,0.5790660241435862,0.570424795,0.5822634589144969
188,0425_en\1.json,0425_en\91.json,0.670,0.670,0.5786375623578447,0.619507909,0.6975
189,0425_en\1.json,0425_en\92.json,0.525,0.525,0.5715476066494082,0.559027851,0.5489461864390587
190,0425_en\1.json,0425_en\93.json,0.550,0.550,0.6092717958449424,0.762619615,0.5550699634095015
191,0425_en\1.json,0425_en\94.json,0.567,0.567,0.6254627916220946,0.489657104,0.5822634589144969
192,0425_en\1.json,0425_en\95.json,0.546,0.546,0.565752381856018,0.534924626,0.5330699634095015
193,0425_en\1.json,0425_en\96.json,0.432,0.432,0.4803844614152615,0.52058703,0.47750000000000004
194,0425_en\1.json,0425_en\97.json,0.504,0.504,0.5204164998665333,0.429259981,0.525625
195,0425_en\1.json,0425_en\98.json,0.516,0.516,0.5416666666666667,0.523929894,0.525625
196,0425_en\1.json,0425_en\99.json,0.538,0.538,0.5306686305052324,0.664842308,0.525625
197,0425_en\10.json,0425_en\11.json,0.529,0.529,0.543557306504609,0.396194845,0.5059018778721878
198,0425_en\10.json,0425_en\12.json,0.582,0.582,0.6271815075053181,0.655012429,0.590860162171662
199,0425_en\10.json,0425_en\13.json,0.530,0.530,0.5883484054145521,0.558662925,0.5556051641485162
200,0425_en\10.json,0425_en\14.json,0.472,0.472,0.5099019513592785,0.739342213,0.5020967477524977
201,0425_en\10.json,0425_en\15.json,0.514,0.514,0.5204164998665333,0.614021301,0.5330699634095015
202,0425_en\10.json,0425_en\16.json,0.505,0.505,0.576923076923077,0.626713395,0.5272032862763285
203,0425_en\10.json,0425_en\17.json,0.537,0.537,0.5491251783869153,0.624016739,0.5512745629983246
204,0425_en\10.json,0425_en\18.json,0.512,0.512,0.576923076923077,0.575423752,0.5272032862763285
205,0425_en\10.json,0425_en\19.json,0.500,0.500,0.4906533814626582,0.526433051,0.5416666666666667
206,0425_en\10.json,0425_en\2.json,0.560,0.560,0.6275716324421889,0.500292242,0.5556051641485162
207,0425_en\10.json,0425_en\20.json,0.548,0.548,0.570087712549569,0.588440776,0.5416666666666667
208,0425_en\10.json,0425_en\21.json,0.617,0.617,0.5991446895152781,0.529853316,0.5636666666666666
209,0425_en\10.json,0425_en\22.json,0.607,0.607,0.6419407387663695,0.393012964,0.5614718412816893
210,0425_en\10.json,0425_en\23.json,0.541,0.541,0.6133956150821481,0.553222716,0.5614718412816893
211,0425_en\10.json,0425_en\24.json,0.553,0.553,0.6275716324421889,0.637515783,0.5556051641485162
212,0425_en\10.json,0425_en\25.json,0.563,0.563,0.5661385170722979,0.563922882,0.5636666666666666
213,0425_en\10.json,0425_en\26.json,0.548,0.548,0.5204164998665333,0.420900166,0.5763967817813239
214,0425_en\10.json,0425_en\27.json,0.571,0.571,0.6133956150821481,0.550806317,0.5763967817813239
215,0425_en\10.json,0425_en\28.json,0.605,0.605,0.5991446895152781,0.424340546,0.6550268288383287
216,0425_en\10.json,0425_en\29.json,0.617,0.617,0.6139406135149205,0.44706133,0.590860162171662
217,0425_en\10.json,0425_en\3.json,0.594,0.594,0.6577935144802719,0.532415362,0.590860162171662
218,0425_en\10.json,0425_en\30.json,0.533,0.533,0.5384615384615385,0.616132773,0.5416666666666667
219,0425_en\10.json,0425_en\31.json,0.539,0.539,0.5853694070049635,0.565282464,0.5556051641485162
220,0425_en\10.json,0425_en\32.json,0.525,0.525,0.543557306504609,0.565332148,0.557657739387989
221,0425_en\10.json,0425_en\33.json,0.532,0.532,0.5000000000000001,0.647531271,0.557657739387989
222,0425_en\10.json,0425_en\34.json,0.546,0.546,0.528395949267478,0.716516972,0.6058333333333333
223,0425_en\10.json,0425_en\35.json,0.482,0.482,0.5204164998665333,0.401223272,0.5020967477524977
224,0425_en\10.json,0425_en\36.json,0.563,0.563,0.570087712549569,0.447232392,0.5266934955049953
225,0425_en\10.json,0425_en\37.json,0.552,0.552,0.5563486402641868,0.656334758,0.5822634589144969
226,0425_en\10.json,0425_en\38.json,0.623,0.623,0.6471502289294341,0.498986721,0.5822634589144969
227,0425_en\10.json,0425_en\39.json,0.571,0.571,0.5848976518656018,0.573030949,0.5266934955049953
228,0425_en\10.json,0425_en\4.json,0.459,0.459,0.5725025740766716,0.551492009,0.47750000000000004
229,0425_en\10.json,0425_en\40.json,0.607,0.607,0.6373774391990982,0.45002538,0.590860162171662
230,0425_en\10.json,0425_en\41.json,0.514,0.514,0.543557306504609,0.717239857,0.5512745629983246
231,0425_en\10.json,0425_en\42.json,0.525,0.525,0.5316095330711951,0.547160745,0.5266934955049953
232,0425_en\10.json,0425_en\43.json,0.571,0.571,0.5725025740766716,0.624905765,0.5763967817813239
233,0425_en\10.json,0425_en\44.json,0.506,0.506,0.5204164998665333,0.651437917,0.5614718412816893
234,0425_en\10.json,0425_en\45.json,0.538,0.538,0.543557306504609,0.443286962,0.5678550176713537
235,0425_en\10.json,0425_en\46.json,0.503,0.503,0.5204164998665333,0.407089198,0.5556051641485162
236,0425_en\10.json,0425_en\47.json,0.478,0.478,0.5316095330711951,0.720951796,0.5272032862763285
237,0425_en\10.json,0425_en\48.json,0.518,0.518,0.5725025740766716,0.649040341,0.5614718412816893
238,0425_en\10.json,0425_en\49.json,0.497,0.497,0.5316095330711951,0.639271774,0.5576667111619992
239,0425_en\10.json,0425_en\5.json,0.500,0.500,0.6004805767690768,0.622933626,0.5416666666666667
240,0425_en\10.json,0425_en\50.json,0.537,0.537,0.5316095330711951,0.517208636,0.5266934955049953
241,0425_en\10.json,0425_en\51.json,0.503,0.503,0.5204164998665333,0.619460166,0.5272032862763285
242,0425_en\10.json,0425_en\52.json,0.529,0.529,0.5563486402641868,0.64431993,0.5266934955049953
243,0425_en\10.json,0425_en\53.json,0.529,0.529,0.543557306504609,0.624506235,0.5266934955049953
244,0425_en\10.json,0425_en\54.json,0.495,0.495,0.4372373160976031,0.53769511,0.5072033948677027
245,0425_en\10.json,0425_en\55.json,0.516,0.516,0.5491251783869153,0.447806683,0.5556051641485162
246,0425_en\10.json,0425_en\56.json,0.557,0.557,0.5563486402641868,0.659902453,0.5122850542618522
247,0425_en\10.json,0425_en\57.json,0.546,0.546,0.5563486402641868,0.517380534,0.5764517209285188
248,0425_en\10.json,0425_en\58.json,0.516,0.516,0.543557306504609,0.443568528,0.5059018778721878
249,0425_en\10.json,0425_en\59.json,0.571,0.571,0.5204164998665333,0.517510056,0.4960933936040274
250,0425_en\10.json,0425_en\6.json,0.612,0.612,0.7205766921228922,0.559161696,0.6058333333333333
251,0425_en\10.json,0425_en\60.json,0.432,0.432,0.4036036763977875,0.570435405,0.47750000000000004
252,0425_en\10.json,0425_en\61.json,0.531,0.531,0.48181205582971576,0.390381664,0.5415069438704285
253,0425_en\10.json,0425_en\62.json,0.575,0.575,0.5563486402641868,0.472892044,0.5636666666666666
254,0425_en\10.json,0425_en\63.json,0.432,0.432,0.4370142244375379,0.51522553,0.47750000000000004
255,0425_en\10.json,0425_en\64.json,0.582,0.582,0.570087712549569,0.588928412,0.5556051641485162
256,0425_en\10.json,0425_en\65.json,0.516,0.516,0.5563486402641868,0.492746681,0.5556051641485162
257,0425_en\10.json,0425_en\66.json,0.546,0.546,0.570087712549569,0.475148289,0.5700685445388544
258,0425_en\10.json,0425_en\67.json,0.523,0.523,0.528395949267478,0.470972449,0.5228726851261368
259,0425_en\10.json,0425_en\68.json,0.432,0.432,0.4529108136578383,0.587125659,0.47750000000000004
260,0425_en\10.json,0425_en\69.json,0.552,0.552,0.5991446895152781,0.496003091,0.5678550176713537
261,0425_en\10.json,0425_en\7.json,0.512,0.512,0.5283524652572602,0.602621436,0.5228726851261368
262,0425_en\10.json,0425_en\70.json,0.491,0.491,0.5204164998665333,0.447388974,0.5059018778721878
263,0425_en\10.json,0425_en\71.json,0.525,0.525,0.5384615384615385,0.414040238,0.5556051641485162
264,0425_en\10.json,0425_en\72.json,0.546,0.546,0.5204164998665333,0.619487584,0.5617498271085227
265,0425_en\10.json,0425_en\73.json,0.514,0.514,0.570087712549569,0.680009644,0.5700685445388544
266,0425_en\10.json,0425_en\74.json,0.493,0.493,0.5316095330711951,0.455451277,0.5330699634095015
267,0425_en\10.json,0425_en\75.json,0.499,0.499,0.4906533814626582,0.541474732,0.5195069438704285
268,0425_en\10.json,0425_en\76.json,0.480,0.480,0.4654746681256314,0.53231159,0.47750000000000004
269,0425_en\10.json,0425_en\77.json,0.493,0.493,0.48181205582971576,0.534841093,0.5441036916229263
