,°¸Àý1,°¸Àý2,sim_w2v,sim_original,sim_vsm,sim_BERT,sim_Human
141,0425\1.json,0425\49.json,0.655,0.520,0.5958795715311241,0.484492518,0.5502217477524977
142,0425\1.json,0425\5.json,0.559,0.466,0.5833333333333334,0.501728832,0.47750000000000004
143,0425\1.json,0425\50.json,0.610,0.610,0.6666666666666667,0.498114884,0.5822634589144969
144,0425\1.json,0425\51.json,0.618,0.512,0.5416666666666667,0.477991527,0.520544308566871
145,0425\1.json,0425\52.json,0.584,0.584,0.6527912098338668,0.5686317,0.5122850542618522
146,0425\1.json,0425\53.json,0.666,0.666,0.6963106238227914,0.584020475,0.5748184955049954
147,0425\1.json,0425\54.json,0.638,0.504,0.4550910273091032,0.580275259,0.5032238945340709
148,0425\1.json,0425\55.json,0.639,0.516,0.6123724356957946,0.581745824,0.5059018778721878
149,0425\1.json,0425\56.json,0.636,0.636,0.6236095644623236,0.589455443,0.6678485461228927
150,0425\1.json,0425\57.json,0.697,0.591,0.668153104781061,0.609432777,0.5678550176713537
151,0425\1.json,0425\58.json,0.516,0.516,0.565752381856018,0.606538177,0.5059018778721878
152,0425\1.json,0425\59.json,0.626,0.626,0.6092717958449424,0.599135578,0.5531531238513576
153,0425\1.json,0425\6.json,0.651,0.539,0.6250000000000001,0.431704017,0.5330699634095015
154,0425\1.json,0425\60.json,0.694,0.653,0.5251050315105037,0.430829899,0.7315295138446027
155,0425\1.json,0425\61.json,0.677,0.576,0.5786375623578447,0.482656183,0.5358790805271382
156,0425\1.json,0425\62.json,0.576,0.576,0.5790660241435862,0.485131602,0.5550699634095015
157,0425\1.json,0425\63.json,0.557,0.523,0.5685735326841777,0.521412482,0.520544308566871
158,0425\1.json,0425\64.json,0.605,0.591,0.59336610396393,0.556016538,0.5489461864390587
159,0425\1.json,0425\65.json,0.667,0.525,0.5790660241435862,0.55610511,0.5489461864390587
160,0425\1.json,0425\66.json,0.546,0.546,0.59336610396393,0.561665453,0.5614718412816893
161,0425\1.json,0425\67.json,0.525,0.487,0.510688230856951,0.634493374,0.47750000000000004
162,0425\1.json,0425\68.json,0.536,0.523,0.5892556509887896,0.636714323,0.5330699634095015
163,0425\1.json,0425\69.json,0.572,0.538,0.5790660241435862,0.652234977,0.5604100542618522
164,0425\1.json,0425\7.json,0.618,0.500,0.5132649025747366,0.650849265,0.47750000000000004
165,0425\1.json,0425\70.json,0.619,0.582,0.6666666666666667,0.509657498,0.5614718412816893
166,0425\1.json,0425\71.json,0.667,0.525,0.6004805767690768,0.549420107,0.5059018778721878
167,0425\1.json,0425\72.json,0.943,0.943,0.9166666666666669,0.548962337,0.9445425319959289
168,0425\1.json,0425\73.json,0.552,0.514,0.59336610396393,0.541416044,0.5614718412816893
169,0425\1.json,0425\74.json,0.531,0.493,0.5533167449931867,0.421044547,0.525625
170,0425\1.json,0425\75.json,0.647,0.508,0.510688230856951,0.440610861,0.5138790805271382
171,0425\1.json,0425\76.json,0.591,0.535,0.5306686305052324,0.417472501,0.520544308566871
172,0425\1.json,0425\77.json,0.582,0.539,0.5786375623578447,0.421276001,0.5384758282796358
173,0425\1.json,0425\78.json,0.584,0.546,0.565752381856018,0.550955164,0.5455590276892052
174,0425\1.json,0425\79.json,0.594,0.594,0.668153104781061,0.576957496,0.5822634589144969
175,0425\1.json,0425\8.json,0.722,0.618,0.6527912098338668,0.575587374,0.5540268778721877
176,0425\1.json,0425\80.json,0.609,0.546,0.5958795715311241,0.548163272,0.588639926819003
177,0425\1.json,0425\81.json,0.655,0.562,0.510688230856951,0.418684979,0.5020967477524977
178,0425\1.json,0425\82.json,0.646,0.500,0.5958795715311241,0.43363932,0.525625
179,0425\1.json,0425\83.json,0.561,0.561,0.6087807775281011,0.435495236,0.5604100542618522
180,0425\1.json,0425\84.json,0.675,0.525,0.5790660241435862,0.436779589,0.5489461864390587
181,0425\1.json,0425\85.json,0.487,0.432,0.5107539184552492,0.413657457,0.47750000000000004
182,0425\1.json,0425\86.json,0.678,0.594,0.6250000000000001,0.413146755,0.5822634589144969
183,0425\1.json,0425\87.json,0.584,0.546,0.5833333333333334,0.434540228,0.5330699634095015
184,0425\1.json,0425\88.json,0.614,0.478,0.5533167449931867,0.435333931,0.5330699634095015
185,0425\1.json,0425\89.json,0.596,0.557,0.5786375623578447,0.507675941,0.6330634918610405
186,0425\1.json,0425\9.json,0.669,0.561,0.6087807775281011,0.526891106,0.525625
187,0425\1.json,0425\90.json,0.591,0.591,0.6527912098338668,0.527204626,0.5678550176713537
188,0425\1.json,0425\91.json,0.727,0.670,0.5786375623578447,0.521663477,0.6975
189,0425\1.json,0425\92.json,0.701,0.571,0.6531972647421809,0.623931826,0.5489461864390587
190,0425\1.json,0425\93.json,0.565,0.537,0.5958795715311241,0.621744365,0.5330699634095015
191,0425\1.json,0425\94.json,0.571,0.554,0.6087807775281011,0.635192953,0.5678550176713537
192,0425\1.json,0425\95.json,0.693,0.563,0.6092717958449424,0.632777195,0.5330699634095015
193,0425\1.json,0425\96.json,0.497,0.446,0.5204164998665333,0.520299051,0.47750000000000004
194,0425\1.json,0425\97.json,0.549,0.518,0.5604485383178051,0.511060294,0.525625
195,0425\1.json,0425\98.json,0.646,0.516,0.5416666666666667,0.484761845,0.525625
196,0425\1.json,0425\99.json,0.577,0.538,0.5306686305052324,0.483841101,0.525625
197,0425\10.json,0425\11.json,0.556,0.529,0.543557306504609,0.999826074,0.5059018778721878
198,0425\10.json,0425\12.json,0.599,0.582,0.6271815075053181,0.614759001,0.590860162171662
199,0425\10.json,0425\13.json,0.575,0.530,0.5883484054145521,0.649280393,0.5556051641485162
200,0425\10.json,0425\14.json,0.525,0.472,0.5099019513592785,0.655186174,0.5020967477524977
201,0425\10.json,0425\15.json,0.563,0.514,0.5316095330711951,0.659661412,0.5330699634095015
202,0425\10.json,0425\16.json,0.524,0.505,0.576923076923077,0.824604634,0.5272032862763285
203,0425\10.json,0425\17.json,0.564,0.537,0.5491251783869153,0.830740809,0.5512745629983246
204,0425\10.json,0425\18.json,0.561,0.512,0.576923076923077,0.832466086,0.5272032862763285
205,0425\10.json,0425\19.json,0.553,0.500,0.4906533814626582,0.832803249,0.5416666666666667
206,0425\10.json,0425\2.json,0.621,0.560,0.6275716324421889,0.427076706,0.5556051641485162
207,0425\10.json,0425\20.json,0.601,0.548,0.570087712549569,0.419694601,0.5416666666666667
208,0425\10.json,0425\21.json,0.644,0.617,0.5991446895152781,0.427732732,0.5636666666666666
209,0425\10.json,0425\22.json,0.631,0.607,0.6419407387663695,0.622985855,0.5614718412816893
210,0425\10.json,0425\23.json,0.590,0.541,0.6133956150821481,0.636072484,0.5614718412816893
211,0425\10.json,0425\24.json,0.618,0.553,0.6275716324421889,0.639736023,0.5556051641485162
212,0425\10.json,0425\25.json,0.591,0.591,0.6416236526819377,0.636729181,0.5636666666666666
213,0425\10.json,0425\26.json,0.623,0.603,0.6805446536716204,0.564080064,0.5763967817813239
214,0425\10.json,0425\27.json,0.632,0.620,0.7205766921228922,0.550809133,0.5967733948000329
215,0425\10.json,0425\28.json,0.651,0.632,0.7108057085060271,0.59035013,0.6406183875951855
216,0425\10.json,0425\29.json,0.604,0.585,0.6271815075053181,0.592368947,0.5059018778721878
217,0425\10.json,0425\3.json,0.610,0.594,0.6577935144802719,0.676776171,0.590860162171662
218,0425\10.json,0425\30.json,0.586,0.546,0.576923076923077,0.679251058,0.5416666666666667
219,0425\10.json,0425\31.json,0.604,0.539,0.5853694070049635,0.680970707,0.5556051641485162
220,0425\10.json,0425\32.json,0.563,0.525,0.543557306504609,0.680474677,0.557657739387989
221,0425\10.json,0425\33.json,0.599,0.566,0.576923076923077,0.633875354,0.557657739387989
222,0425\10.json,0425\34.json,0.626,0.573,0.6038810848771178,0.622155465,0.6058333333333333
223,0425\10.json,0425\35.json,0.520,0.482,0.5204164998665333,0.622155465,0.5020967477524977
224,0425\10.json,0425\36.json,0.604,0.577,0.6139406135149205,0.613864899,0.5266934955049953
225,0425\10.json,0425\37.json,0.599,0.579,0.6419407387663695,0.538184514,0.5822634589144969
226,0425\10.json,0425\38.json,0.650,0.623,0.6471502289294341,0.546529293,0.5822634589144969
227,0425\10.json,0425\39.json,0.629,0.605,0.6748819059987713,0.546905208,0.5266934955049953
228,0425\10.json,0425\4.json,0.557,0.505,0.6133956150821481,0.544497848,0.5416666666666667
229,0425\10.json,0425\40.json,0.635,0.607,0.6373774391990982,0.571916801,0.590860162171662
230,0425\10.json,0425\41.json,0.567,0.514,0.543557306504609,0.571916801,0.5512745629983246
231,0425\10.json,0425\42.json,0.570,0.546,0.6004805767690768,0.567909896,0.5122850542618522
232,0425\10.json,0425\43.json,0.610,0.582,0.6133956150821481,0.565805114,0.5763967817813239
233,0425\10.json,0425\44.json,0.588,0.536,0.6004805767690768,0.578877825,0.5614718412816893
234,0425\10.json,0425\45.json,0.602,0.583,0.6689936080056726,0.579986095,0.6026400719332059
235,0425\10.json,0425\46.json,0.583,0.530,0.6004805767690768,0.564517565,0.5556051641485162
236,0425\10.json,0425\47.json,0.548,0.512,0.6133956150821481,0.56615895,0.5272032862763285
237,0425\10.json,0425\48.json,0.602,0.534,0.6133956150821481,0.574939641,0.5614718412816893
238,0425\10.json,0425\49.json,0.570,0.511,0.5725025740766716,0.490577193,0.5576667111619992
239,0425\10.json,0425\5.json,0.517,0.500,0.6004805767690768,0.507096291,0.5416666666666667
240,0425\10.json,0425\50.json,0.570,0.556,0.6004805767690768,0.503087223,0.5266934955049953
241,0425\10.json,0425\51.json,0.544,0.503,0.5204164998665333,0.48404333,0.5272032862763285
242,0425\10.json,0425\52.json,0.637,0.612,0.7108057085060271,0.572247573,0.6026400719332059
243,0425\10.json,0425\53.json,0.570,0.543,0.5853694070049635,0.589058518,0.5266934955049953
244,0425\10.json,0425\54.json,0.551,0.495,0.4372373160976031,0.585366348,0.5072033948677027
245,0425\10.json,0425\55.json,0.594,0.544,0.6275716324421889,0.586841205,0.5556051641485162
246,0425\10.json,0425\56.json,0.626,0.603,0.5991446895152781,0.604787086,0.5764517209285188
247,0425\10.json,0425\57.json,0.618,0.590,0.6847367880174607,0.625641093,0.611236775190371
248,0425\10.json,0425\58.json,0.543,0.516,0.543557306504609,0.624041371,0.5059018778721878
249,0425\10.json,0425\59.json,0.598,0.571,0.543557306504609,0.616393617,0.4975831604418561
250,0425\10.json,0425\6.json,0.612,0.612,0.7205766921228922,0.446900112,0.6058333333333333
251,0425\10.json,0425\60.json,0.499,0.443,0.4372373160976031,0.445725203,0.47750000000000004
252,0425\10.json,0425\61.json,0.585,0.558,0.5559369874958259,0.498406112,0.5415069438704285
253,0425\10.json,0425\62.json,0.602,0.575,0.5563486402641868,0.500613451,0.5636666666666666
254,0425\10.json,0425\63.json,0.509,0.459,0.5098499285104608,0.533722333,0.47750000000000004
255,0425\10.json,0425\64.json,0.623,0.582,0.570087712549569,0.569502218,0.5556051641485162
256,0425\10.json,0425\65.json,0.580,0.516,0.5563486402641868,0.56872545,0.5556051641485162
257,0425\10.json,0425\66.json,0.573,0.546,0.570087712549569,0.574775627,0.5700685445388544
258,0425\10.json,0425\67.json,0.587,0.535,0.5661385170722979,0.640513592,0.5448726851261368
259,0425\10.json,0425\68.json,0.492,0.459,0.528395949267478,0.642856317,0.47750000000000004
260,0425\10.json,0425\69.json,0.582,0.572,0.6419407387663695,0.658311289,0.5678550176713537
261,0425\10.json,0425\7.json,0.561,0.512,0.5283524652572602,0.656874934,0.5228726851261368
262,0425\10.json,0425\70.json,0.571,0.519,0.6004805767690768,0.5154556,0.5059018778721878
263,0425\10.json,0425\71.json,0.617,0.553,0.6153846153846154,0.556627333,0.5556051641485162
264,0425\10.json,0425\72.json,0.604,0.580,0.6004805767690768,0.556023353,0.5617498271085227
265,0425\10.json,0425\73.json,0.567,0.514,0.570087712549569,0.548676199,0.5700685445388544
266,0425\10.json,0425\74.json,0.545,0.493,0.5316095330711951,0.427026808,0.5330699634095015
267,0425\10.json,0425\75.json,0.560,0.499,0.4906533814626582,0.447292347,0.5195069438704285
268,0425\10.json,0425\76.json,0.551,0.480,0.4734320764739994,0.423381031,0.47750000000000004
269,0425\10.json,0425\77.json,0.578,0.520,0.5559369874958259,0.427296528,0.5441036916229263
270,0425\10.json,0425\78.json,0.589,0.537,0.543557306504609,0.56180048,0.5560877959142936
271,0425\10.json,0425\79.json,0.644,0.628,0.6847367880174607,0.587810506,0.6550268288383287
272,0425\10.json,0425\8.json,0.641,0.605,0.6689936080056726,0.587149858,0.589873719153877
273,0425\10.json,0425\80.json,0.573,0.514,0.5725025740766716,0.560254023,0.5416666666666667
274,0425\10.json,0425\81.json,0.626,0.599,0.528395949267478,0.428292632,0.5372422785257458
275,0425\10.json,0425\82.json,0.514,0.446,0.5316095330711951,0.443439259,0.47750000000000004
276,0425\10.json,0425\83.json,0.579,0.552,0.5848976518656018,0.44536068,0.5678550176713537
277,0425\10.json,0425\84.json,0.588,0.516,0.5563486402641868,0.446676088,0.5556051641485162
278,0425\10.json,0425\85.json,0.543,0.478,0.5316095330711951,0.418834284,0.5272032862763285
279,0425\10.json,0425\86.json,0.578,0.571,0.6405126152203486,0.418482482,0.5266934955049953
280,0425\10.json,0425\87.json,0.544,0.491,0.5204164998665333,0.441993833,0.47750000000000004
281,0425\10.json,0425\88.json,0.487,0.432,0.4907164920657185,0.442766524,0.47750000000000004
282,0425\10.json,0425\89.json,0.559,0.505,0.5559369874958259,0.514284784,0.5272032862763285
283,0425\10.json,0425\9.json,0.595,0.552,0.5848976518656018,0.534288764,0.5330699634095015
284,0425\10.json,0425\90.json,0.618,0.590,0.6689936080056726,0.534686208,0.611236775190371
285,0425\10.json,0425\91.json,0.597,0.525,0.5188745216627708,0.528460794,0.5272032862763285
286,0425\10.json,0425\92.json,0.564,0.507,0.5883484054145521,0.62789753,0.5059018778721878
287,0425\10.json,0425\93.json,0.525,0.482,0.5316095330711951,0.625519097,0.47750000000000004
288,0425\10.json,0425\94.json,0.614,0.561,0.5848976518656018,0.639003449,0.5764517209285188
289,0425\10.json,0425\95.json,0.620,0.571,0.6271815075053181,0.63636912,0.5700685445388544
290,0425\10.json,0425\96.json,0.574,0.517,0.6153846153846154,0.523424486,0.5678550176713537
291,0425\10.json,0425\97.json,0.582,0.544,0.6153846153846154,0.512979327,0.5678550176713537
