,案例1,案例2,sim_w2v,sim_original,sim_vsm,sim_BERT,sim_Human
2426,0425\34.json,0425\64.json,0.598,0.54,0.559430928,0.678127847,0.527203286
2427,0425\34.json,0425\65.json,0.751,0.721,0.671936841,0.606710996,0.795211222
2428,0425\34.json,0425\66.json,0.544,0.5,0.559430928,0.661297981,0.541666667
2429,0425\34.json,0425\67.json,0.59,0.572,0.592592593,0.622360785,0.560059472
2430,0425\34.json,0425\68.json,0.51,0.489,0.555555556,0.668990645,0.496093394
2431,0425\34.json,0425\69.json,0.553,0.493,0.545948683,0.754368776,0.533069963
2432,0425\34.json,0425\7.json,0.761,0.749,0.622171017,0.661997422,0.772271422
2433,0425\34.json,0425\70.json,0.603,0.603,0.707106781,0.79276272,0.525507936
2434,0425\34.json,0425\71.json,0.807,0.795,0.754851356,0.683284911,0.795211222
2435,0425\34.json,0425\72.json,0.675,0.546,0.589255651,0.692615611,0.541666667
2436,0425\34.json,0425\73.json,0.576,0.557,0.645497224,0.722602326,0.589674603
2437,0425\34.json,0425\74.json,0.584,0.566,0.682186501,0.767213347,0.616222147
2438,0425\34.json,0425\75.json,0.76,0.733,0.666666667,0.679887009,0.822659128
2439,0425\34.json,0425\76.json,0.573,0.536,0.571793352,0.69010444,0.524642857
2440,0425\34.json,0425\77.json,0.583,0.554,0.618284022,0.626967094,0.561083036
2441,0425\34.json,0425\78.json,0.604,0.586,0.615457455,0.583154027,0.590034533
2442,0425\34.json,0425\79.json,0.617,0.585,0.671936841,0.810562563,0.605833333
2443,0425\34.json,0425\8.json,0.764,0.715,0.656487952,0.728079811,0.753069963
2444,0425\34.json,0425\80.json,0.589,0.563,0.642057883,0.677842812,0.589674603
2445,0425\34.json,0425\81.json,0.758,0.715,0.555555556,0.80914953,0.732645531
2446,0425\34.json,0425\82.json,0.709,0.675,0.642057883,0.726187716,0.745507936
2447,0425\34.json,0425\83.json,0.553,0.51,0.573964021,0.613811655,0.533069963
2448,0425\34.json,0425\84.json,0.826,0.789,0.713932893,0.744086325,0.795211222
2449,0425\34.json,0425\85.json,0.582,0.569,0.642057883,0.550242141,0.575211222
2450,0425\34.json,0425\86.json,0.632,0.591,0.628539361,0.684015042,0.633063492
2451,0425\34.json,0425\87.json,0.558,0.54,0.589255651,0.705589844,0.514686787
2452,0425\34.json,0425\88.json,0.679,0.647,0.601929265,0.728304426,0.716093394
2453,0425\34.json,0425\89.json,0.638,0.546,0.618284022,0.750277083,0.564390073
2454,0425\34.json,0425\9.json,0.767,0.713,0.662266179,0.662834957,0.7824687
2455,0425\34.json,0425\90.json,0.662,0.637,0.697518449,0.783521253,0.541666667
2456,0425\34.json,0425\91.json,0.726,0.597,0.618284022,0.718764703,0.561150023
2457,0425\34.json,0425\92.json,0.736,0.715,0.692820323,0.701972432,0.745507936
2458,0425\34.json,0425\93.json,0.593,0.574,0.642057883,0.663846352,0.514686787
2459,0425\34.json,0425\94.json,0.594,0.538,0.6181151,0.640249955,0.541666667
2460,0425\34.json,0425\95.json,0.767,0.738,0.697518449,0.679583384,0.785670635
2461,0425\34.json,0425\96.json,0.577,0.523,0.566138517,0.622012192,0.5624687
2462,0425\34.json,0425\97.json,0.542,0.481,0.528395949,0.776581114,0.533069963
2463,0425\34.json,0425\98.json,0.732,0.713,0.628539361,0.8043424,0.790256751
2464,0425\34.json,0425\99.json,0.551,0.533,0.536056267,0.63632496,0.506898737
2465,0425\35.json,0425\36.json,0.784,0.775,0.684653197,0.597971218,0.791793898
2466,0425\35.json,0425\37.json,0.729,0.712,0.623609564,0.778520112,0.7525
2467,0425\35.json,0425\38.json,0.634,0.617,0.625462792,0.726030436,0.5325
2468,0425\35.json,0425\39.json,0.642,0.628,0.702439359,0.641777756,0.62324537
2469,0425\35.json,0425\4.json,0.488,0.449,0.553316745,0.6926904,0.509254265
2470,0425\35.json,0425\40.json,0.84,0.829,0.765465545,0.629552185,0.797872685
2471,0425\35.json,0425\41.json,0.625,0.609,0.609271796,0.529974376,0.54100853
2472,0425\35.json,0425\42.json,0.714,0.706,0.625,0.722930618,0.771536404
2473,0425\35.json,0425\43.json,0.71,0.697,0.638442398,0.683788958,0.787645531
2474,0425\35.json,0425\44.json,0.761,0.702,0.625,0.718652384,0.768548163
2475,0425\35.json,0425\45.json,0.541,0.52,0.565752382,0.726306253,0.516390873
2476,0425\35.json,0425\46.json,0.751,0.715,0.625,0.782889684,0.76100853
2477,0425\35.json,0425\47.json,0.634,0.62,0.638442398,0.710003391,0.771536404
2478,0425\35.json,0425\48.json,0.61,0.566,0.638442398,0.758951924,0.580302428
2479,0425\35.json,0425\49.json,0.772,0.713,0.638442398,0.683165122,0.764293898
2480,0425\35.json,0425\5.json,0.608,0.601,0.583333333,0.688324654,0.742872685
2481,0425\35.json,0425\50.json,0.582,0.571,0.583333333,0.714739867,0.577872685
2482,0425\35.json,0425\51.json,0.756,0.747,0.75,0.617972879,0.816984557
2483,0425\35.json,0425\52.json,0.52,0.503,0.565752382,0.735794321,0.516390873
2484,0425\35.json,0425\53.json,0.597,0.591,0.65279121,0.674967685,0.611087796
2485,0425\35.json,0425\54.json,0.738,0.724,0.560112034,0.627296366,0.746003472
2486,0425\35.json,0425\55.json,0.738,0.706,0.653197265,0.728849835,0.79615406
2487,0425\35.json,0425\56.json,0.609,0.537,0.579066024,0.654106152,0.516390873
2488,0425\35.json,0425\57.json,0.708,0.678,0.623609564,0.781034039,0.736390873
2489,0425\35.json,0425\58.json,0.517,0.512,0.609271796,0.681483077,0.548548163
2490,0425\35.json,0425\59.json,0.62,0.613,0.65279121,0.6171971,0.590699026
2491,0425\35.json,0425\6.json,0.701,0.668,0.625,0.714219958,0.736390873
2492,0425\35.json,0425\60.json,0.629,0.5,0.525105032,0.629166928,0.557666711
2493,0425\35.json,0425\61.json,0.678,0.67,0.6172134,0.746197516,0.781503537
2494,0425\35.json,0425\62.json,0.593,0.582,0.623609564,0.670951473,0.547469433
2495,0425\35.json,0425\63.json,0.541,0.5,0.530668631,0.578573919,0.533433577
2496,0425\35.json,0425\64.json,0.628,0.628,0.730296743,0.607056161,0.614690857
2497,0425\35.json,0425\65.json,0.797,0.774,0.712696645,0.653319321,0.79615406
2498,0425\35.json,0425\66.json,0.531,0.52,0.593366104,0.588236351,0.509254265
2499,0425\35.json,0425\67.json,0.591,0.569,0.589255651,0.497715421,0.502096748
2500,0425\35.json,0425\68.json,0.517,0.478,0.510688231,0.819852153,0.522872685
2501,0425\35.json,0425\69.json,0.567,0.525,0.579066024,0.737999399,0.516390873
2502,0425\35.json,0425\7.json,0.637,0.607,0.513264903,0.627370239,0.716945436
2503,0425\35.json,0425\70.json,0.629,0.58,0.625,0.646612501,0.586381215
2504,0425\35.json,0425\71.json,0.741,0.7,0.640512615,0.685736761,0.79615406
2505,0425\35.json,0425\72.json,0.638,0.535,0.583333333,0.682877466,0.545326341
2506,0425\35.json,0425\73.json,0.595,0.574,0.63900965,0.79016248,0.54100853
2507,0425\35.json,0425\74.json,0.547,0.529,0.595879572,0.78223194,0.505
2508,0425\35.json,0425\75.json,0.746,0.727,0.628539361,0.732635268,0.754703395
2509,0425\35.json,0425\76.json,0.609,0.582,0.606478435,0.734238877,0.568579108
2510,0425\35.json,0425\77.json,0.599,0.56,0.578637562,0.627620451,0.562203395
2511,0425\35.json,0425\78.json,0.583,0.563,0.609271796,0.603008511,0.499953656
2512,0425\35.json,0425\79.json,0.548,0.537,0.579066024,0.683732466,0.5325
2513,0425\35.json,0425\8.json,0.716,0.702,0.65279121,0.70842093,0.768548163
2514,0425\35.json,0425\80.json,0.627,0.561,0.638442398,0.551016779,0.55462695
2515,0425\35.json,0425\81.json,0.724,0.72,0.549971941,0.629960895,0.725
2516,0425\35.json,0425\82.json,0.712,0.662,0.681005225,0.76458407,0.807842061
2517,0425\35.json,0425\83.json,0.591,0.58,0.655610068,0.589614868,0.555684771
2518,0425\35.json,0425\84.json,0.801,0.774,0.712696645,0.781072165,0.79615406
2519,0425\35.json,0425\85.json,0.493,0.455,0.553316745,0.62631422,0.509254265
2520,0425\35.json,0425\86.json,0.69,0.65,0.625,0.696969325,0.733436177
2521,0425\35.json,0425\87.json,0.61,0.58,0.625,0.614927847,0.547469433
2522,0425\35.json,0425\88.json,0.687,0.636,0.595879572,0.739897704,0.742872685
2523,0425\35.json,0425\89.json,0.551,0.451,0.540061725,0.760071664,0.537242279
2524,0425\35.json,0425\9.json,0.786,0.77,0.749268649,0.705604253,0.775684771
2525,0425\35.json,0425\90.json,0.531,0.52,0.565752382,0.740272364,0.516390873
2526,0425\35.json,0425\91.json,0.658,0.539,0.578637562,0.785937057,0.535099187
2527,0425\35.json,0425\92.json,0.778,0.746,0.694022094,0.698318497,0.831299591
2528,0425\35.json,0425\93.json,0.609,0.591,0.638442398,0.722761032,0.547469433
2529,0425\35.json,0425\94.json,0.578,0.56,0.608780778,0.749771304,0.516390873
2530,0425\35.json,0425\95.json,0.739,0.687,0.609271796,0.662596962,0.6975
2531,0425\35.json,0425\96.json,0.487,0.441,0.5204165,0.666897732,0.516793898
2532,0425\35.json,0425\97.json,0.528,0.512,0.560448538,0.730291072,0.516793898
2533,0425\35.json,0425\98.json,0.734,0.715,0.625,0.691437589,0.722096748
2534,0425\35.json,0425\99.json,0.597,0.571,0.568573533,0.66591744,0.536239334
2535,0425\36.json,0425\37.json,0.801,0.801,0.731925055,0.679886409,0.8075
2536,0425\36.json,0425\38.json,0.66,0.66,0.68516016,0.620917158,0.5875
2537,0425\36.json,0425\39.json,0.705,0.705,0.769483764,0.644339271,0.643069963
2538,0425\36.json,0425\4.json,0.493,0.449,0.606128125,0.713768337,0.4775
2539,0425\36.json,0425\40.json,0.879,0.879,0.838525492,0.668770483,0.863069963
2540,0425\36.json,0425\41.json,0.628,0.603,0.619750683,0.562168065,0.54100853
2541,0425\36.json,0425\42.json,0.795,0.795,0.77594029,0.716242749,0.861370363
2542,0425\36.json,0425\43.json,0.77,0.761,0.652753366,0.696593126,0.8075
2543,0425\36.json,0425\44.json,0.787,0.738,0.684653197,0.608853738,0.76100853
2544,0425\36.json,0425\45.json,0.609,0.609,0.667423812,0.567014409,0.555281746
2545,0425\36.json,0425\46.json,0.799,0.755,0.684653197,0.533269566,0.76100853
2546,0425\36.json,0425\47.json,0.622,0.613,0.652753366,0.706198573,0.6975
2547,0425\36.json,0425\48.json,0.653,0.597,0.652753366,0.731785583,0.54100853
2548,0425\36.json,0425\49.json,0.775,0.729,0.652753366,0.779462871,0.7525
2549,0425\36.json,0425\5.json,0.604,0.604,0.63900965,0.781642372,0.6975
2550,0425\36.json,0425\50.json,0.66,0.66,0.684653197,0.647290517,0.643069963
2551,0425\36.json,0425\51.json,0.717,0.706,0.63900965,0.77625191,0.6975
2552,0425\36.json,0425\52.json,0.591,0.591,0.667423812,0.673570789,0.555281746
2553,0425\36.json,0425\53.json,0.648,0.648,0.667423812,0.806138045,0.635625
2554,0425\36.json,0425\54.json,0.727,0.698,0.536875492,0.698326993,0.6975
2555,0425\36.json,0425\55.json,0.763,0.723,0.670820393,0.774030428,0.76100853
2556,0425\36.json,0425\56.json,0.664,0.603,0.634335047,0.677520019,0.555281746
2557,0425\36.json,0425\57.json,0.786,0.767,0.731925055,0.582063397,0.775281746
2558,0425\36.json,0425\58.json,0.557,0.557,0.619750683,0.609086656,0.54100853
2559,0425\36.json,0425\59.json,0.645,0.645,0.667423812,0.705894454,0.577977275
2560,0425\36.json,0425\6.json,0.787,0.765,0.730296743,0.737187299,0.753069963
2561,0425\36.json,0425\60.json,0.616,0.478,0.498527243,0.687318537,0.511529514
2562,0425\36.json,0425\61.json,0.753,0.746,0.633865691,0.65711372,0.746693496
2563,0425\36.json,0425\62.json,0.617,0.617,0.634335047,0.696475103,0.526693496
2564,0425\36.json,0425\63.json,0.536,0.495,0.581318359,0.528145498,0.520544309
2565,0425\36.json,0425\64.json,0.648,0.637,0.65,0.645827406,0.54100853
2566,0425\36.json,0425\65.json,0.795,0.761,0.683130051,0.615002108,0.76100853
2567,0425\36.json,0425\66.json,0.62,0.62,0.7,0.635299725,0.596578493
2568,0425\36.json,0425\67.json,0.543,0.517,0.559430928,0.640223643,0.4775
2569,0425\36.json,0425\68.json,0.517,0.495,0.602464076,0.620762902,0.533069963
2570,0425\36.json,0425\69.json,0.616,0.591,0.634335047,0.735462326,0.555281746
2571,0425\36.json,0425\7.json,0.651,0.613,0.56225353,0.652020188,0.6975
2572,0425\36.json,0425\70.json,0.652,0.609,0.684653197,0.791976806,0.596578493
2573,0425\36.json,0425\71.json,0.774,0.721,0.657793514,0.806443989,0.76100853
2574,0425\36.json,0425\72.json,0.722,0.629,0.684653197,0.676134979,0.577977275
2575,0425\36.json,0425\73.json,0.605,0.58,0.65,0.680731837,0.54100853
2576,0425\36.json,0425\74.json,0.56,0.535,0.606128125,0.754847144,0.4775
2577,0425\36.json,0425\75.json,0.731,0.698,0.602464076,0.657848924,0.6975
2578,0425\36.json,0425\76.json,0.591,0.552,0.581318359,0.685539459,0.520544309
2579,0425\36.json,0425\77.json,0.628,0.58,0.591607978,0.666436829,0.5325
2580,0425\36.json,0425\78.json,0.588,0.563,0.619750683,0.610535421,0.4775
2581,0425\36.json,0425\79.json,0.632,0.632,0.683130051,0.838645879,0.5875
2582,0425\36.json,0425\8.json,0.793,0.784,0.715096942,0.691402099,0.76100853
2583,0425\36.json,0425\80.json,0.649,0.584,0.652753366,0.792542793,0.533069963
2584,0425\36.json,0425\81.json,0.763,0.763,0.602464076,0.784771166,0.7525
2585,0425\36.json,0425\82.json,0.691,0.636,0.652753366,0.688534453,0.745625
2586,0425\36.json,0425\83.json,0.614,0.614,0.666885929,0.582232514,0.555281746
2587,0425\36.json,0425\84.json,0.801,0.761,0.683130051,0.685663413,0.76100853
2588,0425\36.json,0425\85.json,0.474,0.432,0.559502885,0.498095536,0.4775
2589,0425\36.json,0425\86.json,0.753,0.727,0.684653197,0.680099804,0.798633455
2590,0425\36.json,0425\87.json,0.588,0.563,0.63900965,0.651441217,0.533069963
2591,0425\36.json,0425\88.json,0.664,0.636,0.652753366,0.660761817,0.753069963
2592,0425\36.json,0425\89.json,0.555,0.449,0.549350266,0.763642607,0.4775
2593,0425\36.json,0425\9.json,0.773,0.761,0.718184846,0.728722847,0.6975
2594,0425\36.json,0425\90.json,0.609,0.609,0.667423812,0.744142282,0.555281746
2595,0425\36.json,0425\91.json,0.641,0.508,0.549350266,0.69868007,0.4775
2596,0425\36.json,0425\92.json,0.822,0.778,0.715541753,0.712761949,0.804052838
2597,0425\36.json,0425\93.json,0.597,0.582,0.652753366,0.616147512,0.533069963
2598,0425\36.json,0425\94.json,0.628,0.614,0.666885929,0.587186833,0.555281746
2599,0425\36.json,0425\95.json,0.781,0.755,0.715096942,0.68283463,0.6975
2600,0425\36.json,0425\96.json,0.482,0.446,0.570087713,0.579494222,0.4775
2601,0425\36.json,0425\97.json,0.572,0.56,0.613940614,0.781422009,0.4775
2602,0425\36.json,0425\98.json,0.723,0.698,0.63900965,0.775633401,0.6975
2603,0425\36.json,0425\99.json,0.579,0.554,0.581318359,0.608079386,0.525625
2604,0425\37.json,0425\38.json,0.703,0.703,0.77151675,0.919350306,0.68375
2605,0425\37.json,0425\39.json,0.687,0.671,0.750939261,0.788441438,0.5875
2606,0425\37.json,0425\4.json,0.5,0.466,0.637022057,0.791022478,0.4775
2607,0425\37.json,0425\40.json,0.816,0.816,0.763762616,0.750183618,0.863069963
2608,0425\37.json,0425\41.json,0.621,0.586,0.604814737,0.640551506,0.580302428
2609,0425\37.json,0425\42.json,0.761,0.761,0.712696645,0.749542791,0.775281746
2610,0425\37.json,0425\43.json,0.826,0.82,0.773526784,0.809387815,0.893588617
2611,0425\37.json,0425\44.json,0.854,0.822,0.801783726,0.846406709,0.90538353
2612,0425\37.json,0425\45.json,0.675,0.675,0.790911579,0.759328205,0.699656746
2613,0425\37.json,0425\46.json,0.795,0.761,0.712696645,0.706661202,0.804052838
2614,0425\37.json,0425\47.json,0.699,0.693,0.773526784,0.827884645,0.783588617
2615,0425\37.json,0425\48.json,0.706,0.664,0.773526784,0.75435139,0.68538353
2616,0425\37.json,0425\49.json,0.782,0.75,0.728025208,0.825380802,0.84875
2617,0425\37.json,0425\5.json,0.617,0.617,0.668153105,0.875193637,0.6975
2618,0425\37.json,0425\50.json,0.632,0.632,0.712696645,0.861081728,0.5875
2619,0425\37.json,0425\51.json,0.7,0.689,0.623609564,0.703026037,0.740544309
2620,0425\37.json,0425\52.json,0.732,0.732,0.837435789,0.902197675,0.651531746
2621,0425\37.json,0425\53.json,0.609,0.609,0.651338947,0.840794283,0.5875
2622,0425\37.json,0425\54.json,0.784,0.744,0.561360891,0.780815168,0.748947789
2623,0425\37.json,0425\55.json,0.837,0.797,0.741940827,0.757129745,0.76100853
2624,0425\37.json,0425\56.json,0.653,0.591,0.619047619,0.753975369,0.555281746
2625,0425\37.json,0425\57.json,0.782,0.772,0.761904762,0.866838082,0.830851709
2626,0425\37.json,0425\58.json,0.614,0.614,0.651338947,0.717841341,0.54100853
2627,0425\37.json,0425\59.json,0.582,0.582,0.604814737,0.798399024,0.522407312
2628,0425\37.json,0425\6.json,0.735,0.719,0.712696645,0.900248581,0.753069963
2629,0425\37.json,0425\60.json,0.593,0.459,0.523936832,0.731905759,0.4775
2630,0425\37.json,0425\61.json,0.763,0.759,0.701068184,0.832927662,0.819451657
2631,0425\37.json,0425\62.json,0.611,0.599,0.619047619,0.76559329,0.582263459
2632,0425\37.json,0425\63.json,0.523,0.491,0.607830674,0.638878399,0.4775
2633,0425\37.json,0425\64.json,0.641,0.62,0.634335047,0.782477624,0.584052838
2634,0425\37.json,0425\65.json,0.793,0.744,0.666666667,0.718784,0.804052838
2635,0425\37.json,0425\66.json,0.563,0.563,0.634335047,0.686498064,0.596578493
2636,0425\37.json,0425\67.json,0.601,0.566,0.629940788,0.595860885,0.556087796
2637,0425\37.json,0425\68.json,0.479,0.466,0.587944736,0.852830464,0.4775
2638,0425\37.json,0425\69.json,0.607,0.58,0.619047619,0.867113762,0.603406746
2639,0425\37.json,0425\7.json,0.661,0.636,0.587896351,0.737678215,0.6975
2640,0425\37.json,0425\70.json,0.637,0.603,0.712696645,0.827781802,0.596578493
2641,0425\37.json,0425\71.json,0.789,0.749,0.727532837,0.74061551,0.804052838
2642,0425\37.json,0425\72.json,0.688,0.595,0.668153105,0.699776725,0.577977275
2643,0425\37.json,0425\73.json,0.649,0.614,0.683130051,0.858570432,0.652148456
2644,0425\37.json,0425\74.json,0.558,0.523,0.591520482,0.909506824,0.525625
2645,0425\37.json,0425\75.json,0.744,0.698,0.587944736,0.749338089,0.733879081
2646,0425\37.json,0425\76.json,0.561,0.506,0.526786584,0.852943753,0.4775
2647,0425\37.json,0425\77.json,0.687,0.65,0.701068184,0.712861962,0.641637242
2648,0425\37.json,0425\78.json,0.581,0.546,0.604814737,0.668601188,0.545559028
2649,0425\37.json,0425\79.json,0.658,0.658,0.761904762,0.777275093,0.643069963
2650,0425\37.json,0425\8.json,0.812,0.806,0.790911579,0.867502577,0.85725853
2651,0425\37.json,0425\80.json,0.596,0.527,0.591520482,0.605964321,0.533069963
2652,0425\37.json,0425\81.json,0.746,0.746,0.587944736,0.752415205,0.7525
2653,0425\37.json,0425\82.json,0.71,0.668,0.728025208,0.829221664,0.79375
2654,0425\37.json,0425\83.json,0.609,0.597,0.650814027,0.75438313,0.603406746
2655,0425\37.json,0425\84.json,0.868,0.812,0.714285714,0.894250009,0.804052838
2656,0425\37.json,0425\85.json,0.481,0.432,0.546018906,0.686931477,0.4775
2657,0425\37.json,0425\86.json,0.716,0.693,0.712696645,0.820491241,0.743063492
2658,0425\37.json,0425\87.json,0.57,0.535,0.623609564,0.802533583,0.533069963
2659,0425\37.json,0425\88.json,0.628,0.59,0.591520482,0.777508087,0.6975
2660,0425\37.json,0425\89.json,0.612,0.512,0.618589574,0.816406418,0.520544309
2661,0425\37.json,0425\9.json,0.767,0.759,0.750939261,0.718066308,0.79375
2662,0425\37.json,0425\90.json,0.728,0.728,0.790911579,0.838597202,0.666421673
2663,0425\37.json,0425\91.json,0.682,0.542,0.618589574,0.928099458,0.520544309
2664,0425\37.json,0425\92.json,0.781,0.749,0.741940827,0.83817902,0.804052838
2665,0425\37.json,0425\93.json,0.613,0.588,0.637022057,0.817901592,0.4775
2666,0425\37.json,0425\94.json,0.616,0.603,0.650814027,0.742536054,0.610851709
2667,0425\37.json,0425\95.json,0.774,0.74,0.697863158,0.793751743,0.753069963
2668,0425\37.json,0425\96.json,0.499,0.459,0.59914469,0.780628118,0.525625
2669,0425\37.json,0425\97.json,0.594,0.572,0.641940739,0.817029378,0.57375
2670,0425\37.json,0425\98.json,0.728,0.693,0.623609564,0.791992143,0.745625
2671,0425\37.json,0425\99.json,0.537,0.502,0.526786584,0.740948195,0.4775
2672,0425\38.json,0425\39.json,0.676,0.66,0.702959492,0.736776301,0.5875
2673,0425\38.json,0425\4.json,0.521,0.478,0.638915143,0.720344973,0.533069963
2674,0425\38.json,0425\40.json,0.721,0.721,0.766032346,0.709837785,0.5875
2675,0425\38.json,0425\41.json,0.673,0.648,0.65327458,0.587694215,0.54100853
2676,0425\38.json,0425\42.json,0.58,0.58,0.625462792,0.709347218,0.555281746
2677,0425\38.json,0425\43.json,0.749,0.741,0.835504418,0.751992118,0.759677234
2678,0425\38.json,0425\44.json,0.686,0.641,0.721687836,0.766316501,0.63725853
2679,0425\38.json,0425\45.json,0.669,0.669,0.753778361,0.716279134,0.651531746
2680,0425\38.json,0425\46.json,0.641,0.597,0.625462792,0.650532447,0.54100853
2681,0425\38.json,0425\47.json,0.54,0.535,0.737209781,0.758363706,0.606632926
2682,0425\38.json,0425\48.json,0.709,0.658,0.737209781,0.697473284,0.63725853
2683,0425\38.json,0425\49.json,0.657,0.609,0.688062462,0.770578701,0.580625
2684,0425\38.json,0425\5.json,0.478,0.478,0.625462792,0.817474002,0.533069963
2685,0425\38.json,0425\50.json,0.614,0.614,0.625462792,0.781757516,0.5875
2686,0425\38.json,0425\51.json,0.605,0.594,0.625462792,0.612615889,0.4775
2687,0425\38.json,0425\52.json,0.728,0.728,0.854282143,0.845587841,0.747781746
2688,0425\38.json,0425\53.json,0.626,0.626,0.65327458,0.777424498,0.5875
2689,0425\38.json,0425\54.json,0.661,0.631,0.565916458,0.737171825,0.503223895
2690,0425\38.json,0425\55.json,0.66,0.611,0.659966329,0.689467999,0.584052838
2691,0425\38.json,0425\56.json,0.671,0.671,0.7200823,0.711791176,0.610851709
2692,0425\38.json,0425\57.json,0.628,0.609,0.66864785,0.794449312,0.555281746
2693,0425\38.json,0425\58.json,0.591,0.591,0.65327458,0.695818014,0.54100853
2694,0425\38.json,0425\59.json,0.645,0.645,0.65327458,0.757281042,0.522407312
2695,0425\38.json,0425\6.json,0.629,0.607,0.673575314,0.820600006,0.533069963
2696,0425\38.json,0425\60.json,0.485,0.432,0.48507125,0.69980239,0.4775
2697,0425\38.json,0425\61.json,0.6,0.596,0.623609564,0.76147688,0.563072576
2698,0425\38.json,0425\62.json,0.674,0.662,0.66864785,0.712130785,0.526693496
2699,0425\38.json,0425\63.json,0.473,0.432,0.525225731,0.602438776,0.4775
2700,0425\38.json,0425\64.json,0.703,0.683,0.68516016,0.725926002,0.54100853
2701,0425\38.json,0425\65.json,0.688,0.648,0.66864785,0.659505851,0.54100853
2702,0425\38.json,0425\66.json,0.609,0.609,0.68516016,0.607072716,0.54100853
2703,0425\38.json,0425\67.json,0.688,0.663,0.725774739,0.577162797,0.595381694
2704,0425\38.json,0425\68.json,0.454,0.432,0.544331054,0.7846046,0.4775
2705,0425\38.json,0425\69.json,0.647,0.614,0.66864785,0.787746083,0.555281746
2706,0425\38.json,0425\7.json,0.516,0.478,0.550333884,0.611537229,0.516793898
2707,0425\38.json,0425\70.json,0.629,0.586,0.673575314,0.795949396,0.596578493
2708,0425\38.json,0425\71.json,0.67,0.62,0.693375245,0.689136357,0.627097147
2709,0425\38.json,0425\72.json,0.584,0.584,0.625462792,0.652797294,0.522407312
2710,0425\38.json,0425\73.json,0.685,0.66,0.737864787,0.825439075,0.596578493
2711,0425\38.json,0425\74.json,0.594,0.569,0.638915143,0.844254951,0.4775
2712,0425\38.json,0425\75.json,0.621,0.586,0.589691975,0.698053016,0.4775
2713,0425\38.json,0425\76.json,0.596,0.552,0.568994542,0.788302604,0.4775
2714,0425\38.json,0425\77.json,0.679,0.633,0.668153105,0.637988887,0.605258161
2715,0425\38.json,0425\78.json,0.634,0.609,0.65327458,0.644203526,0.4775
2716,0425\38.json,0425\79.json,0.677,0.677,0.7200823,0.750563744,0.643069963
2717,0425\38.json,0425\8.json,0.664,0.656,0.753778361,0.830267184,0.63725853
2718,0425\38.json,0425\80.json,0.633,0.561,0.638915143,0.605251051,0.4775
2719,0425\38.json,0425\81.json,0.696,0.696,0.635052896,0.677549895,0.562936922
2720,0425\38.json,0425\82.json,0.551,0.493,0.688062462,0.783427702,0.57375
2721,0425\38.json,0425\83.json,0.672,0.66,0.702959492,0.677704486,0.555281746
2722,0425\38.json,0425\84.json,0.694,0.648,0.66864785,0.869588881,0.54100853
2723,0425\38.json,0425\85.json,0.525,0.478,0.638915143,0.664174347,0.520544309
2724,0425\38.json,0425\86.json,0.644,0.614,0.625462792,0.795480213,0.5875
2725,0425\38.json,0425\87.json,0.611,0.586,0.673575314,0.734788103,0.533069963
2726,0425\38.json,0425\88.json,0.467,0.432,0.589767825,0.715921297,0.4775
2727,0425\38.json,0425\89.json,0.651,0.602,0.668153105,0.76387875,0.719152109
2728,0425\38.json,0425\9.json,0.672,0.664,0.757033299,0.685789836,0.525625
2729,0425\38.json,0425\90.json,0.654,0.654,0.703526471,0.763623763,0.610851709
2730,0425\38.json,0425\91.json,0.649,0.611,0.668153105,0.845008089,0.563588617
2731,0425\38.json,0425\92.json,0.627,0.586,0.659966329,0.797084223,0.584052838
2732,0425\38.json,0425\93.json,0.597,0.582,0.638915143,0.710417352,0.4775
2733,0425\38.json,0425\94.json,0.662,0.648,0.702959492,0.684237855,0.555281746
2734,0425\38.json,0425\95.json,0.623,0.597,0.65327458,0.729302685,0.4775
2735,0425\38.json,0425\96.json,0.525,0.493,0.647150229,0.724026457,0.57375
2736,0425\38.json,0425\97.json,0.583,0.575,0.647150229,0.763816511,0.525625
2737,0425\38.json,0425\98.json,0.611,0.586,0.625462792,0.71308901,0.4775
2738,0425\38.json,0425\99.json,0.579,0.554,0.568994542,0.689258465,0.4775
2739,0425\39.json,0425\4.json,0.515,0.478,0.669710823,0.714683767,0.4775
2740,0425\39.json,0425\40.json,0.728,0.728,0.802955069,0.630063957,0.651666667
2741,0425\39.json,0425\41.json,0.641,0.603,0.635850784,0.586520773,0.54100853
2742,0425\39.json,0425\42.json,0.671,0.671,0.749268649,0.750659718,0.604985032
2743,0425\39.json,0425\43.json,0.643,0.635,0.71754731,0.731677931,0.637203286
2744,0425\39.json,0425\44.json,0.671,0.632,0.749268649,0.702085319,0.596578493
2745,0425\39.json,0425\45.json,0.661,0.637,0.733673982,0.708908856,0.555281746
2746,0425\39.json,0425\46.json,0.663,0.626,0.702439359,0.621582163,0.54100853
2747,0425\39.json,0425\47.json,0.523,0.516,0.71754731,0.768774895,0.527203286
2748,0425\39.json,0425\48.json,0.697,0.648,0.765383797,0.727187251,0.596578493
2749,0425\39.json,0425\49.json,0.655,0.617,0.71754731,0.731836584,0.588069963
2750,0425\39.json,0425\5.json,0.466,0.466,0.655610068,0.750943681,0.4775
2751,0425\39.json,0425\50.json,0.676,0.676,0.749268649,0.716442607,0.651666667
2752,0425\39.json,0425\51.json,0.573,0.548,0.608780778,0.619441959,0.4775
